19	0.4	19	0	1	0	0	0
20	0.7	20	0	1	0	0	0
20	0.4	20	0	1	0	0	0
27	1	27	0	1	0	0	0
29	12.5	29	0	1	0	0	0
3	0.8	3	0	1	0	0	0
3	0	3	0	1	0	0	0
5	0.5	5	0	1	0	0	0
8	0.4	8	0	1	0	0	0
8	0.4	8	0	1	0	0	0
10	0.6	10	0	1	0	0	0
17	1.1	17	0	1	0	0	0
17	0.1	17	0	1	0	0	0
18	2	18	0	1	0	0	0
30	6	30	0	1	0	0	0
5	0.3	5	0	1	0	0	0
6	0.4	6	0	1	0	0	0
8	1.4	8	0	1	0	0	0
12	0.8	12	0	1	0	0	0
15	2.9	15	0	1	0	0	0
20	0.6	20	0	1	0	0	0
21	2.2	21	0	1	0	0	0
22	1.5	22	0	1	0	0	0
26	3.2	26	0	1	0	0	0
26	0.3	26	0	1	0	0	0
